,InscricaoImobiliaria,Ano,lon,lat
2081881,34064394,2020,-43.28396825099998,-22.88766258799996
2081882,34064428,2020,-43.28396825099998,-22.88766258799996
2081901,34063461,2020,-43.28396825099998,-22.88766258799996
2081902,34063479,2020,-43.28396825099998,-22.88766258799996
2081903,34063545,2020,-43.28396825099998,-22.88766258799996
2081904,34063636,2020,-43.28396825099998,-22.88766258799996
2081905,34063727,2020,-43.28396825099998,-22.88766258799996
2081906,34064022,2020,-43.28396825099998,-22.88766258799996
2081907,34064063,2020,-43.28396825099998,-22.88766258799996
2081908,34064097,2020,-43.28396825099998,-22.88766258799996
2081909,34064113,2020,-43.28396825099998,-22.88766258799996
2082100,34063255,2020,-43.28396825099998,-22.88766258799996
2082101,34063289,2020,-43.28396825099998,-22.88766258799996
2082102,34063339,2020,-43.28396825099998,-22.88766258799996
2082103,34063958,2020,-43.28396825099998,-22.88766258799996
2082104,34063974,2020,-43.28396825099998,-22.88766258799996
2082105,34063990,2020,-43.28396825099998,-22.88766258799996
2082106,34064261,2020,-43.28396825099998,-22.88766258799996
2082107,34064311,2020,-43.28396825099998,-22.88766258799996
2082108,34064444,2020,-43.28396825099998,-22.88766258799996
2082128,34063396,2020,-43.28396825099998,-22.88766258799996
2082129,34063594,2020,-43.28396825099998,-22.88766258799996
2082130,34063610,2020,-43.28396825099998,-22.88766258799996
2082131,34063628,2020,-43.28396825099998,-22.88766258799996
2082132,34063685,2020,-43.28396825099998,-22.88766258799996
2082133,34064014,2020,-43.28396825099998,-22.88766258799996
2082134,34064048,2020,-43.28396825099998,-22.88766258799996
2082135,34064196,2020,-43.28396825099998,-22.88766258799996
2082136,34064675,2020,-43.28396825099998,-22.88766258799996
2082227,34064147,2020,-43.28396825099998,-22.88766258799996
2082228,34064154,2020,-43.28396825099998,-22.88766258799996
2082229,34064204,2020,-43.28396825099998,-22.88766258799996
2082230,34064238,2020,-43.28396825099998,-22.88766258799996
2082231,34064683,2020,-43.28396825099998,-22.88766258799996
2082232,34064808,2020,-43.28396825099998,-22.88766258799996
2082233,34064840,2020,-43.28396825099998,-22.88766258799996
2082234,34064865,2020,-43.28396825099998,-22.88766258799996
2082235,34064881,2020,-43.28396825099998,-22.88766258799996
2082283,34064519,2020,-43.28396825099998,-22.88766258799996
2082284,34064535,2020,-43.28396825099998,-22.88766258799996
2082285,34064550,2020,-43.28396825099998,-22.88766258799996
2082286,34064568,2020,-43.28396825099998,-22.88766258799996
2082287,34064584,2020,-43.28396825099998,-22.88766258799996
2082288,34064618,2020,-43.28396825099998,-22.88766258799996
2082289,34064634,2020,-43.28396825099998,-22.88766258799996
2082290,34064667,2020,-43.28396825099998,-22.88766258799996
2082291,34065052,2020,-43.28396825099998,-22.88766258799996
2082292,34063420,2020,-43.28396825099998,-22.88766258799996
2082293,34063438,2020,-43.28396825099998,-22.88766258799996
2082294,34063495,2020,-43.28396825099998,-22.88766258799996
2082295,34063552,2020,-43.28396825099998,-22.88766258799996
2082296,34063586,2020,-43.28396825099998,-22.88766258799996
2082297,34063677,2020,-43.28396825099998,-22.88766258799996
2082298,34064188,2020,-43.28396825099998,-22.88766258799996
2082299,34064329,2020,-43.28396825099998,-22.88766258799996
2082300,34064733,2020,-43.28396825099998,-22.88766258799996
2082557,34064303,2020,-43.28396825099998,-22.88766258799996
2082558,34064352,2020,-43.28396825099998,-22.88766258799996
2082559,34064386,2020,-43.28396825099998,-22.88766258799996
2082560,34064485,2020,-43.28396825099998,-22.88766258799996
2082561,34064717,2020,-43.28396825099998,-22.88766258799996
2082562,34065003,2020,-43.28396825099998,-22.88766258799996
2082563,34065037,2020,-43.28396825099998,-22.88766258799996
2082564,34065086,2020,-43.28396825099998,-22.88766258799996
2082565,34065185,2020,-43.28396825099998,-22.88766258799996
2082593,34063735,2020,-43.28396825099998,-22.88766258799996
2082594,34064212,2020,-43.28396825099998,-22.88766258799996
2082595,34064246,2020,-43.28396825099998,-22.88766258799996
2082596,34064287,2020,-43.28396825099998,-22.88766258799996
2082597,34064337,2020,-43.28396825099998,-22.88766258799996
2082598,34064741,2020,-43.28396825099998,-22.88766258799996
2082599,34064816,2020,-43.28396825099998,-22.88766258799996
2082600,34064832,2020,-43.28396825099998,-22.88766258799996
2082601,34065300,2020,-43.28396825099998,-22.88766258799996
2082602,34064170,2020,-43.28396825099998,-22.88766258799996
2082603,34064220,2020,-43.28396825099998,-22.88766258799996
2082604,34064279,2020,-43.28396825099998,-22.88766258799996
2082605,34064295,2020,-43.28396825099998,-22.88766258799996
2082606,34064345,2020,-43.28396825099998,-22.88766258799996
2082607,34064758,2020,-43.28396825099998,-22.88766258799996
2082608,34064899,2020,-43.28396825099998,-22.88766258799996
2082609,34064915,2020,-43.28396825099998,-22.88766258799996
2082610,34064931,2020,-43.28396825099998,-22.88766258799996
2082639,34063834,2020,-43.28396825099998,-22.88766258799996
2082640,34063917,2020,-43.28396825099998,-22.88766258799996
2082641,34063933,2020,-43.28396825099998,-22.88766258799996
2082642,34064451,2020,-43.28396825099998,-22.88766258799996
2082643,34064469,2020,-43.28396825099998,-22.88766258799996
2082644,34064501,2020,-43.28396825099998,-22.88766258799996
2082645,34064600,2020,-43.28396825099998,-22.88766258799996
2082646,34065102,2020,-43.28396825099998,-22.88766258799996
2082647,34065623,2020,-43.28396825099998,-22.88766258799996
2082712,34064774,2020,-43.28396825099998,-22.88766258799996
2082713,34064790,2020,-43.28396825099998,-22.88766258799996
2082714,34064824,2020,-43.28396825099998,-22.88766258799996
2082715,34064949,2020,-43.28396825099998,-22.88766258799996
2082716,34064956,2020,-43.28396825099998,-22.88766258799996
2082717,34064972,2020,-43.28396825099998,-22.88766258799996
2082718,34065201,2020,-43.28396825099998,-22.88766258799996
2082719,34065276,2020,-43.28396825099998,-22.88766258799996
2082720,34065342,2020,-43.28396825099998,-22.88766258799996
2082822,34248740,2021,-43.26352032299997,-22.90045397199998
2082823,34248757,2021,-43.26352032299997,-22.90045397199998
2082824,34248773,2021,-43.26352032299997,-22.90045397199998
2082825,34248872,2021,-43.26352032299997,-22.90045397199998
2082826,34249193,2021,-43.26352032299997,-22.90045397199998
2082827,34249292,2021,-43.26352032299997,-22.90045397199998
2082828,34249342,2021,-43.26352032299997,-22.90045397199998
2082829,34249441,2021,-43.26352032299997,-22.90045397199998
2082830,34249474,2021,-43.26352032299997,-22.90045397199998
2082849,34064691,2020,-43.28396825099998,-22.88766258799996
2082850,34064766,2020,-43.28396825099998,-22.88766258799996
2082851,34065243,2020,-43.28396825099998,-22.88766258799996
2082852,34065250,2020,-43.28396825099998,-22.88766258799996
2082853,34065284,2020,-43.28396825099998,-22.88766258799996
2082854,34065375,2020,-43.28396825099998,-22.88766258799996
2082855,34065466,2020,-43.28396825099998,-22.88766258799996
2082856,34065482,2020,-43.28396825099998,-22.88766258799996
2082857,34065557,2020,-43.28396825099998,-22.88766258799996
2082877,34249037,2021,-43.26352032299997,-22.90045397199998
2082878,34249110,2021,-43.26352032299997,-22.90045397199998
2082879,34249144,2021,-43.26352032299997,-22.90045397199998
2082880,34249185,2021,-43.26352032299997,-22.90045397199998
2082881,34249219,2021,-43.26352032299997,-22.90045397199998
2082882,34249235,2021,-43.26352032299997,-22.90045397199998
2082883,34249623,2021,-43.26352032299997,-22.90045397199998
2082884,34249698,2021,-43.26352032299997,-22.90045397199998
2082885,34249748,2021,-43.26352032299997,-22.90045397199998
2082924,34248237,2021,-43.26352032299997,-22.90045397199998
2082925,34248641,2021,-43.26352032299997,-22.90045397199998
2082926,34248690,2021,-43.26352032299997,-22.90045397199998
2082927,34248823,2021,-43.26352032299997,-22.90045397199998
2082928,34248906,2021,-43.26352032299997,-22.90045397199998
2082929,34248922,2021,-43.26352032299997,-22.90045397199998
2082930,34249243,2021,-43.26352032299997,-22.90045397199998
2082931,34249276,2021,-43.26352032299997,-22.90045397199998
2082932,34248443,2021,-43.26352032299997,-22.90045397199998
2082933,34248484,2021,-43.26352032299997,-22.90045397199998
2082934,34248575,2021,-43.26352032299997,-22.90045397199998
2082935,34249011,2021,-43.26352032299997,-22.90045397199998
2082936,34249029,2021,-43.26352032299997,-22.90045397199998
2082937,34249086,2021,-43.26352032299997,-22.90045397199998
2082938,34249565,2021,-43.26352032299997,-22.90045397199998
2082939,34249615,2021,-43.26352032299997,-22.90045397199998
2082940,34249813,2021,-43.26352032299997,-22.90045397199998
2082941,34064477,2020,-43.28396825099998,-22.88766258799996
2082942,34064527,2020,-43.28396825099998,-22.88766258799996
2082943,34064576,2020,-43.28396825099998,-22.88766258799996
2082944,34064626,2020,-43.28396825099998,-22.88766258799996
2082945,34064980,2020,-43.28396825099998,-22.88766258799996
2082946,34065011,2020,-43.28396825099998,-22.88766258799996
2082947,34065060,2020,-43.28396825099998,-22.88766258799996
2082948,34065128,2020,-43.28396825099998,-22.88766258799996
2082949,34065144,2020,-43.28396825099998,-22.88766258799996
2082996,34080986,2020,-43.61093576099995,-22.91871934599993
2082997,34081034,2020,-43.61093576099995,-22.91871934599993
2082998,34081059,2020,-43.61093576099995,-22.91871934599993
2082999,34081091,2020,-43.61093576099995,-22.91871934599993
2083000,34081109,2020,-43.61093576099995,-22.91871934599993
2083001,34081638,2020,-43.61093576099995,-22.91871934599993
2083002,34081752,2020,-43.31499008299994,-23.01301892699996
2083003,34081877,2020,-43.44856762499995,-23.01444201999993
2083004,34265090,2021,-43.64127101199995,-22.94548443299993
2083013,34079996,2020,-43.61093576099995,-22.91871934599993
2083022,33939596,2020,-43.38166080099995,-22.83694107799994
2083047,34264382,2021,-43.64127101199995,-22.94548443299993
2083048,34264432,2021,-43.64127101199995,-22.94548443299993
2083049,34264465,2021,-43.64127101199995,-22.94548443299993
2083055,34264580,2021,-43.64127101199995,-22.94548443299993
2083056,34264655,2021,-43.64127101199995,-22.94548443299993
2083057,34264671,2021,-43.64127101199995,-22.94548443299993
2083058,34264762,2021,-43.64127101199995,-22.94548443299993
2083071,34263087,2021,-43.39964977599993,-22.83633593299993
2083072,34263103,2021,-43.64127101199995,-22.94548443299993
2083073,34263186,2021,-43.64127101199995,-22.94548443299993
2083074,34263673,2021,-43.64127101199995,-22.94548443299993
2083075,34263707,2021,-43.64127101199995,-22.94548443299993
2083076,34263723,2021,-43.64127101199995,-22.94548443299993
2083077,34265181,2021,-43.64127101199995,-22.94548443299993
2083078,34265215,2021,-43.64127101199995,-22.94548443299993
2083079,34265249,2021,-43.64127101199995,-22.94548443299993
2083080,34265256,2021,-43.64127101199995,-22.94548443299993
2083081,34265363,2021,-43.64127101199995,-22.94548443299993
2083082,34265413,2021,-43.64127101199995,-22.94548443299993
2083083,34265801,2021,-43.64127101199995,-22.94548443299993
2083084,34265892,2021,-43.64127101199995,-22.94548443299993
2083086,34080093,2020,-43.61093576099995,-22.91871934599993
2083087,34080143,2020,-43.61093576099995,-22.91871934599993
2083088,34080226,2020,-43.61093576099995,-22.91871934599993
2083089,34080580,2020,-43.61093576099995,-22.91871934599993
2083090,34080614,2020,-43.61093576099995,-22.91871934599993
2083091,34080762,2020,-43.61093576099995,-22.91871934599993
2083092,34080796,2020,-43.61093576099995,-22.91871934599993
2083093,34080812,2020,-43.61093576099995,-22.91871934599993
2083102,34079376,2020,-43.61093576099995,-22.91871934599993
2083103,34079442,2020,-43.61093576099995,-22.91871934599993
2083113,33939612,2020,-43.38166080099995,-22.83694107799994
2083121,34264002,2021,-43.64127101199995,-22.94548443299993
2083122,34264481,2021,-43.64127101199995,-22.94548443299993
2083123,34264499,2021,-43.64127101199995,-22.94548443299993
2083124,34264515,2021,-43.64127101199995,-22.94548443299993
2083125,34264598,2021,-43.64127101199995,-22.94548443299993
2083126,34264952,2021,-43.64127101199995,-22.94548443299993
2083127,34265033,2021,-43.64127101199995,-22.94548443299993
2083140,34264853,2021,-43.64127101199995,-22.94548443299993
2083141,34264903,2021,-43.64127101199995,-22.94548443299993
2083142,34264937,2021,-43.64127101199995,-22.94548443299993
2083143,34265132,2021,-43.64127101199995,-22.94548443299993
2083144,34265157,2021,-43.64127101199995,-22.94548443299993
2083149,34263806,2021,-43.64127101199995,-22.94548443299993
2083150,34263822,2021,-43.64127101199995,-22.94548443299993
2083151,34263889,2021,-43.64127101199995,-22.94548443299993
2083158,34082172,2020,-43.19154704199997,-22.91231828099995
2083160,34082222,2020,-43.62828921899995,-23.00008953799994
2083176,34079525,2020,-43.61093576099995,-22.91871934599993
2083177,34079541,2020,-43.61093576099995,-22.91871934599993
2083178,34079608,2020,-43.61093576099995,-22.91871934599993
2083179,34080127,2020,-43.61093576099995,-22.91871934599993
2083180,34080176,2020,-43.61093576099995,-22.91871934599993
2083181,34080663,2020,-43.61093576099995,-22.91871934599993
2083182,34080697,2020,-43.61093576099995,-22.91871934599993
2083193,34080937,2020,-43.61093576099995,-22.91871934599993
2083194,34081224,2020,-43.61093576099995,-22.91871934599993
2083203,34264564,2021,-43.64127101199995,-22.94548443299993
2083204,33939893,2020,-43.46329210799996,-23.02547115199997
2083258,34263913,2021,-43.64127101199995,-22.94548443299993
2083268,34264036,2021,-43.64127101199995,-22.94548443299993
2083269,34264143,2021,-43.64127101199995,-22.94548443299993
2083270,34264531,2021,-43.64127101199995,-22.94548443299993
2083271,34264754,2021,-43.64127101199995,-22.94548443299993
2083272,34264838,2021,-43.64127101199995,-22.94548443299993
2083273,34264879,2021,-43.64127101199995,-22.94548443299993
2083274,34264929,2021,-43.64127101199995,-22.94548443299993
2083275,34265306,2021,-43.64127101199995,-22.94548443299993
2083277,34081240,2020,-43.61093576099995,-22.91871934599993
2083278,34081257,2020,-43.61093576099995,-22.91871934599993
2083279,34081356,2020,-43.61093576099995,-22.91871934599993
2083280,34081406,2020,-43.61093576099995,-22.91871934599993
2083281,34081422,2020,-43.61093576099995,-22.91871934599993
2083282,34081489,2020,-43.61093576099995,-22.91871934599993
2083283,34081539,2020,-43.61093576099995,-22.91871934599993
2083284,34265009,2021,-43.64127101199995,-22.94548443299993
2083285,34265496,2021,-43.64127101199995,-22.94548443299993
2083286,34264614,2021,-43.64127101199995,-22.94548443299993
2083287,34264721,2021,-43.64127101199995,-22.94548443299993
2083288,34264739,2021,-43.64127101199995,-22.94548443299993
2083289,34264796,2021,-43.64127101199995,-22.94548443299993
2083290,34264812,2021,-43.64127101199995,-22.94548443299993
2083291,34264846,2021,-43.64127101199995,-22.94548443299993
2083292,34264887,2021,-43.64127101199995,-22.94548443299993
2083293,34265223,2021,-43.64127101199995,-22.94548443299993
2083308,34077644,2020,-43.61093576099995,-22.91871934599993
2083309,34078246,2020,-43.61093576099995,-22.91871934599993
2083310,34078279,2020,-43.61093576099995,-22.91871934599993
2083311,34078634,2020,-43.61093576099995,-22.91871934599993
2083312,34078717,2020,-43.61093576099995,-22.91871934599993
2083359,34265512,2021,-43.64127101199995,-22.94548443299993
2083360,34265611,2021,-43.64127101199995,-22.94548443299993
2083361,34265660,2021,-43.64127101199995,-22.94548443299993
2083362,34265777,2021,-43.64127101199995,-22.94548443299993
2083363,34265793,2021,-43.64127101199995,-22.94548443299993
2083364,34266080,2021,-43.64127101199995,-22.94548443299993
2083372,33914383,2020,-43.35315866799994,-22.89320540999995
2083373,33914417,2020,-43.35315866799994,-22.89320540999995
2083603,33931593,2020,-43.53227786099995,-22.87597445099993
2083604,33931627,2020,-43.58899975199995,-22.88216092599998
2083605,33931650,2020,-43.62620431099998,-22.99096853499998
2083606,33931718,2020,-43.62620431099998,-22.99096853499998
2083736,34259960,2021,-43.56044105099994,-22.86947841299997
2083737,34260083,2021,-43.56044105099994,-22.86947841299997
2083768,33931551,2020,-43.52847110499994,-22.87702894699993
2083769,33931726,2020,-43.62620431099998,-22.99096853499998
2083801,34260133,2021,-43.56044105099994,-22.86947841299997
2083802,34260190,2021,-43.56044105099994,-22.86947841299997
2083803,34260703,2021,-43.56044105099994,-22.86947841299997
2083804,34260737,2021,-43.56044105099994,-22.86947841299997
2083805,34260778,2021,-43.56044105099994,-22.86947841299997
2083806,34260794,2021,-43.56044105099994,-22.86947841299997
2083807,34260810,2021,-43.56044105099994,-22.86947841299997
2083853,34259754,2021,-43.56044105099994,-22.86947841299997
2083854,34259820,2021,-43.56044105099994,-22.86947841299997
2083909,34258731,2021,-43.56044105099994,-22.86947841299997
2083910,34258897,2021,-43.56044105099994,-22.86947841299997
2083911,34259333,2021,-43.56044105099994,-22.86947841299997
2083912,34259358,2021,-43.56044105099994,-22.86947841299997
2083913,34259408,2021,-43.56044105099994,-22.86947841299997
2083914,34259556,2021,-43.56044105099994,-22.86947841299997
2083915,34259572,2021,-43.56044105099994,-22.86947841299997
2083916,34259622,2021,-43.56044105099994,-22.86947841299997
2083917,34260042,2021,-43.56044105099994,-22.86947841299997
2083927,34259952,2021,-43.56044105099994,-22.86947841299997
2083928,34260240,2021,-43.56044105099994,-22.86947841299997
2083929,34260323,2021,-43.56044105099994,-22.86947841299997
2083930,34260372,2021,-43.56044105099994,-22.86947841299997
2083931,34260406,2021,-43.56044105099994,-22.86947841299997
2083932,34260521,2021,-43.56044105099994,-22.86947841299997
2083933,34260638,2021,-43.56044105099994,-22.86947841299997
2084038,34259259,2021,-43.56044105099994,-22.86947841299997
2084039,34259275,2021,-43.56044105099994,-22.86947841299997
2084040,34259309,2021,-43.56044105099994,-22.86947841299997
2084041,34259663,2021,-43.56044105099994,-22.86947841299997
2084042,34259796,2021,-43.56044105099994,-22.86947841299997
2084043,34259846,2021,-43.56044105099994,-22.86947841299997
2084044,34259879,2021,-43.56044105099994,-22.86947841299997
2084063,34258954,2021,-43.56044105099994,-22.86947841299997
2084064,34259283,2021,-43.56044105099994,-22.86947841299997
2084065,34259390,2021,-43.56044105099994,-22.86947841299997
2084066,34259424,2021,-43.56044105099994,-22.86947841299997
2084067,34259499,2021,-43.56044105099994,-22.86947841299997
2084068,34259515,2021,-43.56044105099994,-22.86947841299997
2084069,34259697,2021,-43.56044105099994,-22.86947841299997
2084070,34260026,2021,-43.56044105099994,-22.86947841299997
2084071,34260158,2021,-43.56044105099994,-22.86947841299997
2084081,34259432,2021,-43.56044105099994,-22.86947841299997
2084082,34259457,2021,-43.56044105099994,-22.86947841299997
2084083,34259564,2021,-43.56044105099994,-22.86947841299997
2084084,34259598,2021,-43.56044105099994,-22.86947841299997
2084085,34259648,2021,-43.56044105099994,-22.86947841299997
2084086,34259689,2021,-43.56044105099994,-22.86947841299997
2084087,34259739,2021,-43.56044105099994,-22.86947841299997
2084088,34260000,2021,-43.56044105099994,-22.86947841299997
2084089,34260059,2021,-43.56044105099994,-22.86947841299997
2084108,34259911,2021,-43.56044105099994,-22.86947841299997
2084109,34260315,2021,-43.56044105099994,-22.86947841299997
2084133,34260828,2021,-43.56044105099994,-22.86947841299997
2084134,34260869,2021,-43.56044105099994,-22.86947841299997
2084138,34259093,2021,-43.56044105099994,-22.86947841299997
2084139,34259192,2021,-43.56044105099994,-22.86947841299997
2084140,34259747,2021,-43.56044105099994,-22.86947841299997
2084141,34259812,2021,-43.56044105099994,-22.86947841299997
2084142,34259861,2021,-43.56044105099994,-22.86947841299997
2084143,34259895,2021,-43.56044105099994,-22.86947841299997
2084178,33931569,2020,-43.52847110499994,-22.87702894699993
2084207,34259978,2021,-43.56044105099994,-22.86947841299997
2084208,34260265,2021,-43.56044105099994,-22.86947841299997
2084209,34260281,2021,-43.56044105099994,-22.86947841299997
2084272,34259721,2021,-43.56044105099994,-22.86947841299997
2084273,34259770,2021,-43.56044105099994,-22.86947841299997
2084274,34259887,2021,-43.56044105099994,-22.86947841299997
2084275,34259903,2021,-43.56044105099994,-22.86947841299997
2084276,34259937,2021,-43.56044105099994,-22.86947841299997
2084277,34259986,2021,-43.56044105099994,-22.86947841299997
2084278,34260356,2021,-43.56044105099994,-22.86947841299997
2084315,34260422,2021,-43.56044105099994,-22.86947841299997
2084316,34260455,2021,-43.56044105099994,-22.86947841299997
2084386,34259507,2021,-43.56044105099994,-22.86947841299997
2084432,34259614,2021,-43.56044105099994,-22.86947841299997
2084433,34260091,2021,-43.56044105099994,-22.86947841299997
2084434,34260141,2021,-43.56044105099994,-22.86947841299997
2084435,34260802,2021,-43.56044105099994,-22.86947841299997
2084436,34260836,2021,-43.56044105099994,-22.86947841299997
2084437,34260927,2021,-43.56044105099994,-22.86947841299997
2084438,34261297,2021,-43.56044105099994,-22.86947841299997
2084439,34261404,2021,-43.56044105099994,-22.86947841299997
2084443,34259788,2021,-43.56044105099994,-22.86947841299997
2084444,34259804,2021,-43.56044105099994,-22.86947841299997
2084445,34259838,2021,-43.56044105099994,-22.86947841299997
2084446,34259853,2021,-43.56044105099994,-22.86947841299997
2084447,34260273,2021,-43.56044105099994,-22.86947841299997
2084448,34260489,2021,-43.56044105099994,-22.86947841299997
2084449,34260505,2021,-43.56044105099994,-22.86947841299997
2084495,34260604,2021,-43.56044105099994,-22.86947841299997
2084496,34260992,2021,-43.56044105099994,-22.86947841299997
2084611,34260075,2021,-43.56044105099994,-22.86947841299997
2084612,34260109,2021,-43.56044105099994,-22.86947841299997
2084633,34261040,2021,-43.56044105099994,-22.86947841299997
2084634,34261073,2021,-43.56044105099994,-22.86947841299997
2084635,34261123,2021,-43.56044105099994,-22.86947841299997
2084636,34261156,2021,-43.56044105099994,-22.86947841299997
2084637,34261172,2021,-43.56044105099994,-22.86947841299997
2084638,34261206,2021,-43.56044105099994,-22.86947841299997
2084639,34261289,2021,-43.56044105099994,-22.86947841299997
2084651,34260380,2021,-43.56044105099994,-22.86947841299997
2084652,34260414,2021,-43.56044105099994,-22.86947841299997
2084653,34260430,2021,-43.56044105099994,-22.86947841299997
2084654,34260562,2021,-43.56044105099994,-22.86947841299997
2084655,34260646,2021,-43.56044105099994,-22.86947841299997
2084656,34260950,2021,-43.56044105099994,-22.86947841299997
2084657,34261016,2021,-43.56044105099994,-22.86947841299997
2084658,34260125,2021,-43.56044105099994,-22.86947841299997
2084659,34260182,2021,-43.56044105099994,-22.86947841299997
2084660,34260232,2021,-43.56044105099994,-22.86947841299997
2084661,34260307,2021,-43.56044105099994,-22.86947841299997
2084662,34260695,2021,-43.56044105099994,-22.86947841299997
2084663,34260745,2021,-43.56044105099994,-22.86947841299997
2084664,34260752,2021,-43.56044105099994,-22.86947841299997
2084694,34261560,2021,-43.56044105099994,-22.86947841299997
2084695,34261677,2021,-43.56044105099994,-22.86947841299997
2084712,34261099,2021,-43.56044105099994,-22.86947841299997
2084713,34261131,2021,-43.56044105099994,-22.86947841299997
2084746,34260208,2021,-43.56044105099994,-22.86947841299997
2084747,34260299,2021,-43.56044105099994,-22.86947841299997
2084802,34260653,2021,-43.56044105099994,-22.86947841299997
2084803,34260687,2021,-43.56044105099994,-22.86947841299997
2084804,34260851,2021,-43.56044105099994,-22.86947841299997
2084805,34260919,2021,-43.56044105099994,-22.86947841299997
2084806,34260935,2021,-43.56044105099994,-22.86947841299997
2084807,34261230,2021,-43.56044105099994,-22.86947841299997
2084808,34261255,2021,-43.56044105099994,-22.86947841299997
2084813,34260471,2021,-43.56044105099994,-22.86947841299997
2084814,34260539,2021,-43.56044105099994,-22.86947841299997
2084815,34260554,2021,-43.56044105099994,-22.86947841299997
2084816,34260588,2021,-43.56044105099994,-22.86947841299997
2084817,34261008,2021,-43.56044105099994,-22.86947841299997
2084818,34261057,2021,-43.56044105099994,-22.86947841299997
2084819,34261339,2021,-43.56044105099994,-22.86947841299997
2084874,34261610,2021,-43.56044105099994,-22.86947841299997
2084875,34261693,2021,-43.56044105099994,-22.86947841299997
2084935,34260786,2021,-43.56044105099994,-22.86947841299997
2084936,34260893,2021,-43.56044105099994,-22.86947841299997
2084945,34260067,2021,-43.56044105099994,-22.86947841299997
2084982,34260943,2021,-43.56044105099994,-22.86947841299997
2084983,34261313,2021,-43.56044105099994,-22.86947841299997
2084984,34261347,2021,-43.56044105099994,-22.86947841299997
2084985,34261388,2021,-43.56044105099994,-22.86947841299997
2084986,34261438,2021,-43.56044105099994,-22.86947841299997
2084987,34261461,2021,-43.56044105099994,-22.86947841299997
2084988,34261529,2021,-43.56044105099994,-22.86947841299997
2084991,34260117,2021,-43.56044105099994,-22.86947841299997
2084992,34260174,2021,-43.56044105099994,-22.86947841299997
2084993,34260224,2021,-43.56044105099994,-22.86947841299997
2084994,34260349,2021,-43.56044105099994,-22.86947841299997
2084995,34260760,2021,-43.56044105099994,-22.86947841299997
2084996,34260844,2021,-43.56044105099994,-22.86947841299997
2084997,34260901,2021,-43.56044105099994,-22.86947841299997
2084998,34261487,2021,-43.56044105099994,-22.86947841299997
2085075,34260331,2021,-43.56044105099994,-22.86947841299997
2085076,34260364,2021,-43.56044105099994,-22.86947841299997
2085077,34260448,2021,-43.56044105099994,-22.86947841299997
2085078,34260547,2021,-43.56044105099994,-22.86947841299997
2085079,34260596,2021,-43.56044105099994,-22.86947841299997
2085080,34260612,2021,-43.56044105099994,-22.86947841299997
2085123,34249466,2021,-43.26352032299997,-22.90045397199998
2085124,34249532,2021,-43.26352032299997,-22.90045397199998
2085125,34249649,2021,-43.26352032299997,-22.90045397199998
2085126,34249870,2021,-43.26352032299997,-22.90045397199998
2085127,34249953,2021,-43.26352032299997,-22.90045397199998
2085128,34250001,2021,-43.26352032299997,-22.90045397199998
2085129,34250035,2021,-43.26352032299997,-22.90045397199998
2085130,34250050,2021,-43.26352032299997,-22.90045397199998
2085131,34250217,2021,-43.26352032299997,-22.90045397199998
2085141,34249003,2021,-43.26352032299997,-22.90045397199998
2085142,34249128,2021,-43.26352032299997,-22.90045397199998
2085143,34249169,2021,-43.26352032299997,-22.90045397199998
2085144,34249573,2021,-43.26352032299997,-22.90045397199998
2085145,34249664,2021,-43.26352032299997,-22.90045397199998
2085146,34249714,2021,-43.26352032299997,-22.90045397199998
2085147,34249862,2021,-43.26352032299997,-22.90045397199998
2085148,34249896,2021,-43.26352032299997,-22.90045397199998
2085149,34249946,2021,-43.26352032299997,-22.90045397199998
2085150,34248724,2021,-43.26352032299997,-22.90045397199998
2085151,34248807,2021,-43.26352032299997,-22.90045397199998
2085152,34248856,2021,-43.26352032299997,-22.90045397199998
2085153,34248989,2021,-43.26352032299997,-22.90045397199998
2085154,34249326,2021,-43.26352032299997,-22.90045397199998
2085155,34249375,2021,-43.26352032299997,-22.90045397199998
2085156,34249961,2021,-43.26352032299997,-22.90045397199998
2085157,34250027,2021,-43.26352032299997,-22.90045397199998
2085158,34250043,2021,-43.26352032299997,-22.90045397199998
2085186,34249656,2021,-43.26352032299997,-22.90045397199998
2085187,34249706,2021,-43.26352032299997,-22.90045397199998
2085188,34249722,2021,-43.26352032299997,-22.90045397199998
2085189,34249763,2021,-43.26352032299997,-22.90045397199998
2085190,34249854,2021,-43.26352032299997,-22.90045397199998
2085191,34249888,2021,-43.26352032299997,-22.90045397199998
2085192,34249938,2021,-43.26352032299997,-22.90045397199998
2085193,34249979,2021,-43.26352032299997,-22.90045397199998
2085194,34250274,2021,-43.26352032299997,-22.90045397199998
2085332,34065151,2020,-43.28396825099998,-22.88766258799996
2085333,34065326,2020,-43.28396825099998,-22.88766258799996
2085334,34065433,2020,-43.28396825099998,-22.88766258799996
2085335,34065474,2020,-43.28396825099998,-22.88766258799996
2085336,34065508,2020,-43.28396825099998,-22.88766258799996
2085337,34065540,2020,-43.28396825099998,-22.88766258799996
2085338,34065565,2020,-43.28396825099998,-22.88766258799996
2085339,34065599,2020,-43.28396825099998,-22.88766258799996
2085340,34066001,2020,-43.28396825099998,-22.88766258799996
2085359,34248617,2021,-43.26352032299997,-22.90045397199998
2085360,34249060,2021,-43.26352032299997,-22.90045397199998
2085361,34249078,2021,-43.26352032299997,-22.90045397199998
2085362,34249094,2021,-43.26352032299997,-22.90045397199998
